portal,role_query,title,company,location,url,posted,scraped_at
LinkedIn,AI Engineer,AI/ML Engineer,Careerswift,"San Francisco, CA",https://www.linkedin.com/jobs/view/ai-ml-engineer-at-careerswift-4402038697?position=14&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=Qq6%2FMkbq4OyB38EUGMiggQ%3D%3D,6 days ago,2026-04-21T12:09:52.255776
LinkedIn,AI Engineer,Python AI/ML Developer,Kforce Inc,"Columbus, OH",https://www.linkedin.com/jobs/view/python-ai-ml-developer-at-kforce-inc-4360796507?position=15&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=jXVkGlVMI2rMxYiofvU8bQ%3D%3D,1 week ago,2026-04-21T12:09:52.255776
LinkedIn,AI Engineer,Python AI/ML Developer,Kforce Inc,"Wilmington, DE",https://www.linkedin.com/jobs/view/python-ai-ml-developer-at-kforce-inc-4361156332?position=16&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=sjIHZwIGQi1fUzFwbiUgxg%3D%3D,2 weeks ago,2026-04-21T12:09:52.255776
LinkedIn,AI Engineer,"Software Engineer, AI Platform - New Grad",Nuro,"Mountain View, CA",https://www.linkedin.com/jobs/view/software-engineer-ai-platform-new-grad-at-nuro-4317707969?position=17&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=uwiq4xNFPCfYRpGbzaHRiQ%3D%3D,1 week ago,2026-04-21T12:09:52.256773
LinkedIn,AI Engineer,Data Scientist/Artificial Intelligence (AI) Intern,Geosyntec Consultants,"Kennesaw, GA",https://www.linkedin.com/jobs/view/data-scientist-artificial-intelligence-ai-intern-at-geosyntec-consultants-4400038492?position=18&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=Z9v6%2Bs1lN%2BAoDsiGtsvllA%3D%3D,1 week ago,2026-04-21T12:09:52.256773
LinkedIn,AI Engineer,Machine Learning Engineer,Next Ventures,"New York, United States",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-next-ventures-4400770294?position=19&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=wPnkei8b64qzl37MnEc%2Bkw%3D%3D,6 days ago,2026-04-21T12:09:52.256773
LinkedIn,AI Engineer,"ML Engineer, RL & Autonomous Discovery",Terray Therapeutics,United States,https://www.linkedin.com/jobs/view/ml-engineer-rl-autonomous-discovery-at-terray-therapeutics-4404008063?position=20&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=CBXTgW57IxZdLC%2BNN6KERA%3D%3D,1 day ago,2026-04-21T12:09:52.256773
LinkedIn,AI Engineer,"Machine Learning Engineer, AI Agent Platform",Arta Finance,"Mountain View, CA",https://www.linkedin.com/jobs/view/machine-learning-engineer-ai-agent-platform-at-arta-finance-4401035890?position=21&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=fShX%2Fhi%2F2HwvLqBZvzA8oA%3D%3D,1 week ago,2026-04-21T12:09:52.256773
LinkedIn,AI Engineer,Machine Learning  Engineer,Colgate-Palmolive,"New York, NY",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-colgate-palmolive-4399787891?position=22&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=Zv%2Br31dcUZpET1JK%2Bp%2FsEg%3D%3D,6 days ago,2026-04-21T12:09:52.256773
LinkedIn,AI Engineer,Python Developer - AI/ML applications,Mphasis,"New York, United States",https://www.linkedin.com/jobs/view/python-developer-ai-ml-applications-at-mphasis-4380208215?position=23&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=kmgmHw4cFzwOYqyBUdSp1Q%3D%3D,1 month ago,2026-04-21T12:09:52.256773
LinkedIn,AI Engineer,AI/ML Engineer,Danta Technologies,"Malvern, PA",https://www.linkedin.com/jobs/view/ai-ml-engineer-at-danta-technologies-4401594772?position=24&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=8FsERCxdN6FJlvuUwXmL9Q%3D%3D,1 week ago,2026-04-21T12:09:52.256773
LinkedIn,AI Engineer,ML Engineer,Catalyst Labs,"San Francisco, CA",https://www.linkedin.com/jobs/view/ml-engineer-at-catalyst-labs-4398687038?position=25&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=%2BAs9Vzd8OQ6Jope2YvTWXw%3D%3D,1 week ago,2026-04-21T12:09:52.256773
LinkedIn,AI Engineer,ML Engineer,Catalyst Labs,"California, United States",https://www.linkedin.com/jobs/view/ml-engineer-at-catalyst-labs-4398670363?position=26&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=0oH%2BJ%2B5qG7L4af1Kb7HB%2Bw%3D%3D,1 week ago,2026-04-21T12:09:52.256773
LinkedIn,AI Engineer,Machine Learning Engineer,RAZOR,"Reston, VA",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-razor-4400771941?position=27&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=aEeQ5sjtgHEDh2k09tax5w%3D%3D,6 days ago,2026-04-21T12:09:52.256773
LinkedIn,AI Engineer,"Software Engineer, AI Workflows",Notion,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-ai-workflows-at-notion-4398969742?position=28&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=pSZoNZS93iPT9jSsGdKbSA%3D%3D,1 week ago,2026-04-21T12:09:52.256773
LinkedIn,AI Engineer,Machine Learning Engineer,Silvus Technologies,"Los Angeles, CA",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-silvus-technologies-4399585324?position=29&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=PDK2M4m8DUGYXBHaFnioVQ%3D%3D,1 week ago,2026-04-21T12:09:52.256773
LinkedIn,AI Engineer,Applied AI/ML Engineer,Replica,"San Francisco, CA",https://www.linkedin.com/jobs/view/applied-ai-ml-engineer-at-replica-4300142232?position=30&pageNum=0&refId=cTcVibazJUifVgvxs9JbVg%3D%3D&trackingId=DgEnRqyTZPdgHkv0Mrq8sw%3D%3D,7 months ago,2026-04-21T12:09:52.256773
LinkedIn,Payments Engineer,"UI Engineer L4, Ads Engineering",Netflix,"New York, NY",https://www.linkedin.com/jobs/view/ui-engineer-l4-ads-engineering-at-netflix-4309908618?position=1&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=ZjfRjRUek6ohzo8clq12CA%3D%3D,2 hours ago,2026-04-21T12:09:52.214668
LinkedIn,Payments Engineer,Payments and Billing Engineer (Stripe),HYGO,United States,https://www.linkedin.com/jobs/view/payments-and-billing-engineer-stripe-at-hygo-4404314271?position=2&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=85wy2yQ7cFcrNTVfpgGNmA%3D%3D,20 hours ago,2026-04-21T12:09:52.214668
LinkedIn,Payments Engineer,Founding Engineer ($120k-$190k + Equity) at Toolkit,Jack & Jill,"San Francisco, CA",https://www.linkedin.com/jobs/view/founding-engineer-%24120k-%24190k-%2B-equity-at-toolkit-at-jack-jill-4400751442?position=3&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=4pNuUMPs6mXexm6eegWPFQ%3D%3D,6 days ago,2026-04-21T12:09:52.214668
LinkedIn,Payments Engineer,Founding Engineer ($140K-$180K + Equity) at Nero,Jack & Jill,San Francisco Bay Area,https://www.linkedin.com/jobs/view/founding-engineer-%24140k-%24180k-%2B-equity-at-nero-at-jack-jill-4401639284?position=4&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=ONuxQZSMX112sm6L4rm6fw%3D%3D,21 hours ago,2026-04-21T12:09:52.214668
LinkedIn,Payments Engineer,Assistant / Associate Engineer,City of Riverside,"California, United States",https://www.linkedin.com/jobs/view/assistant-associate-engineer-at-city-of-riverside-4373170064?position=5&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=flafJIFEMl%2FRcjn9clWinA%3D%3D,2 months ago,2026-04-21T12:09:52.214668
LinkedIn,Payments Engineer,Junior Software Engineer,Bill360,Greater Tampa Bay Area,https://www.linkedin.com/jobs/view/junior-software-engineer-at-bill360-4400779303?position=6&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=yBP8d4mC3NqG2Luuz4b7Pw%3D%3D,6 days ago,2026-04-21T12:09:52.214668
LinkedIn,Payments Engineer,Software Engineer,PayPal,"Austin, TX",https://www.linkedin.com/jobs/view/software-engineer-at-paypal-4401764957?position=7&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=HZeBpvFotaU4sP4f%2BxJapw%3D%3D,6 days ago,2026-04-21T12:09:52.214668
LinkedIn,Payments Engineer,Founding Engineer ($200K - $250K + Up to 1% Equity) at YC-backed AI GTM startup,CoffeeSpace,San Francisco Bay Area,https://www.linkedin.com/jobs/view/founding-engineer-%24200k-%24250k-%2B-up-to-1%25-equity-at-yc-backed-ai-gtm-startup-at-coffeespace-4402335333?position=8&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=9VNwjQOxIW4C%2Fp78WH7oYA%3D%3D,4 days ago,2026-04-21T12:09:52.215670
LinkedIn,Payments Engineer,"Software Engineer, Payments",OpenAI,"San Francisco, CA",https://www.linkedin.com/jobs/view/software-engineer-payments-at-openai-4347633397?position=9&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=BTtdZaUS45uoecmIcvra1Q%3D%3D,2 weeks ago,2026-04-21T12:09:52.215670
LinkedIn,Payments Engineer,Founding Engineer ($180K – $225K + Equity) at Kiloforge,Jack & Jill,"San Francisco, CA",https://www.linkedin.com/jobs/view/founding-engineer-%24180k-%E2%80%93-%24225k-%2B-equity-at-kiloforge-at-jack-jill-4404588118?position=10&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=jIJlEvAJqhRqgMZklOoCUA%3D%3D,40 minutes ago,2026-04-21T12:09:52.215670
LinkedIn,Payments Engineer,"Software Engineer 5 - Member, Commerce & Games Engineering",Netflix,United States,https://www.linkedin.com/jobs/view/software-engineer-5-member-commerce-games-engineering-at-netflix-4219576591?position=11&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=1D5UjiGPnYpWOWCrkNgRKA%3D%3D,1 week ago,2026-04-21T12:09:52.215670
LinkedIn,Payments Engineer,Payments Engineer,Mercor,"San Francisco, CA",https://www.linkedin.com/jobs/view/payments-engineer-at-mercor-4390690834?position=12&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=EqzwdE0ry38XhJGBBdjL3A%3D%3D,5 days ago,2026-04-21T12:09:52.215670
LinkedIn,Payments Engineer,Staff Frontend Software Engineer - Payments and Checkout,Breeze,"New York, NY",https://www.linkedin.com/jobs/view/staff-frontend-software-engineer-payments-and-checkout-at-breeze-4399587250?position=13&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=dd7cg6%2FtohAI0Vt9WFjXmw%3D%3D,1 week ago,2026-04-21T12:09:52.215670
LinkedIn,Payments Engineer,Payments & Billing Systems Engineer [81948],Onward Search,"Las Vegas, NV",https://www.linkedin.com/jobs/view/payments-billing-systems-engineer-81948-at-onward-search-4401666487?position=14&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=QHaHeayreMRTv4xxUKDP7A%3D%3D,16 hours ago,2026-04-21T12:09:52.215670
LinkedIn,Payments Engineer,Payments – Lead QA Engineer - Vice President,Deutsche Bank,"Cary, NC",https://www.linkedin.com/jobs/view/payments-%E2%80%93-lead-qa-engineer-vice-president-at-deutsche-bank-4336135313?position=15&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=hy14DZIwY7bdxZ0gUfFfaw%3D%3D,6 days ago,2026-04-21T12:09:52.215670
LinkedIn,Payments Engineer,"Software Engineer, Backend",PayPal,"San Jose, CA",https://www.linkedin.com/jobs/view/software-engineer-backend-at-paypal-4402295703?position=16&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=Qn7pMvp2szfMfh5M29NMBw%3D%3D,5 days ago,2026-04-21T12:09:52.215670
LinkedIn,Payments Engineer,"Founding Deployed Engineer ($180K – $250K + 0.3% – 0.8% Equity) at BUILD, Inc.",Jack & Jill,"New York, NY",https://www.linkedin.com/jobs/view/founding-deployed-engineer-%24180k-%E2%80%93-%24250k-%2B-0-3%25-%E2%80%93-0-8%25-equity-at-build-inc-at-jack-jill-4401596560?position=17&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=WUHpVQBV%2FM8eqrqy8wb5Gg%3D%3D,1 week ago,2026-04-21T12:09:52.216669
LinkedIn,Payments Engineer,"Senior Software Engineer, Payments",Wellfit Technologies,"Irving, TX",https://www.linkedin.com/jobs/view/senior-software-engineer-payments-at-wellfit-technologies-4403053076?position=18&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=S5TAhubfo59WYmL6OKkfLg%3D%3D,2 days ago,2026-04-21T12:09:52.216669
LinkedIn,Payments Engineer,Senior Engineer - Vice President,Deutsche Bank,"Cary, NC",https://www.linkedin.com/jobs/view/senior-engineer-vice-president-at-deutsche-bank-4370831975?position=19&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=zRG2F5K2kye7W6PiSlOWPw%3D%3D,1 week ago,2026-04-21T12:09:52.216669
LinkedIn,Payments Engineer,"Senior Engineer, Payments",SEPHORA,"San Francisco, CA",https://www.linkedin.com/jobs/view/senior-engineer-payments-at-sephora-4401455908?position=20&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=CfPMlE2fgDAo4p5SYGROPQ%3D%3D,5 days ago,2026-04-21T12:09:52.216669
LinkedIn,Payments Engineer,Trading Engineer,Fintal Partners,"Chicago, IL",https://www.linkedin.com/jobs/view/trading-engineer-at-fintal-partners-4400755850?position=21&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=zTZ%2FRhMJnzp0vMUlu4LE1w%3D%3D,6 days ago,2026-04-21T12:09:52.216669
LinkedIn,Payments Engineer,12-Month Engineering Placement In Damhead Creek,targetjobs UK,"Rochester, NY",https://www.linkedin.com/jobs/view/12-month-engineering-placement-in-damhead-creek-at-targetjobs-uk-4384679164?position=22&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=UqVnPuOOybCUduCMBNUOTQ%3D%3D,1 month ago,2026-04-21T12:09:52.216669
LinkedIn,Payments Engineer,Backend / Data Engineer,The Sapling Group,"Scottsdale, AZ",https://www.linkedin.com/jobs/view/backend-data-engineer-at-the-sapling-group-4403655607?position=23&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=iCizOmyTDgUgIskzukaL7w%3D%3D,14 hours ago,2026-04-21T12:09:52.216669
LinkedIn,Payments Engineer,"Software Engineer, Bill Pay & Procurement",Ramp,"San Francisco, CA",https://www.linkedin.com/jobs/view/software-engineer-bill-pay-procurement-at-ramp-4333152741?position=24&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=UNYUyuhh53%2FUab3EbcXTpg%3D%3D,1 day ago,2026-04-21T12:09:52.216669
LinkedIn,Payments Engineer,"Full Stack Developer, Payments",Optimized Payments,"Atlanta, GA",https://www.linkedin.com/jobs/view/full-stack-developer-payments-at-optimized-payments-4375467853?position=25&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=6DiWcMK%2FIS8WPNEAD07npw%3D%3D,2 months ago,2026-04-21T12:09:52.216669
LinkedIn,Payments Engineer,Founding Engineer ($150k-$250k + Equity) at Toolkit,Jack & Jill,"San Francisco, CA",https://www.linkedin.com/jobs/view/founding-engineer-%24150k-%24250k-%2B-equity-at-toolkit-at-jack-jill-4401636413?position=26&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=ckZAmcvGHkoBt8J%2F8jyrsw%3D%3D,21 hours ago,2026-04-21T12:09:52.216669
LinkedIn,Payments Engineer,GTM Engineer - Remote In The United States,Mercier Consultancy MD,United States,https://www.linkedin.com/jobs/view/gtm-engineer-remote-in-the-united-states-at-mercier-consultancy-md-4401771385?position=27&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=61gieMzuDt%2Fsquy7B6riMw%3D%3D,6 days ago,2026-04-21T12:09:52.216669
LinkedIn,Payments Engineer,"Product Solutions Engineer, Monetization, Payments Platform",Google,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/product-solutions-engineer-monetization-payments-platform-at-google-4398133787?position=28&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=%2BUtkC3cXqLDfIkQtgjqjWA%3D%3D,1 week ago,2026-04-21T12:09:52.216669
LinkedIn,Payments Engineer,Feature Assurance Engineer,Global Connect Technologies,"Dearborn, MI",https://www.linkedin.com/jobs/view/feature-assurance-engineer-at-global-connect-technologies-4401309557?position=29&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=MTkJnay6unHtXHSFWGeEZQ%3D%3D,1 week ago,2026-04-21T12:09:52.216669
LinkedIn,Payments Engineer,Software Engineer (Fullstack),PayPal,"Austin, TX",https://www.linkedin.com/jobs/view/software-engineer-fullstack-at-paypal-4401771629?position=30&pageNum=0&refId=N1GvbAK8Mzgkx8vzD6Dbrw%3D%3D&trackingId=dn5TfMRIKWPBLa406905IA%3D%3D,6 days ago,2026-04-21T12:09:52.216669
LinkedIn,EMV Engineer,Engineer III - Transmission Engineering,Omaha Public Power District,"Omaha, NE",https://www.linkedin.com/jobs/view/engineer-iii-transmission-engineering-at-omaha-public-power-district-4342862228?position=1&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=jXajLPlxBkMZKWWpE5bAYw%3D%3D,3 days ago,2026-04-21T12:09:52.753350
LinkedIn,EMV Engineer,Load Balancing Engineer,Kforce Inc,"Roanoke, TX",https://www.linkedin.com/jobs/view/load-balancing-engineer-at-kforce-inc-4401315779?position=2&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=zXEXHqexRQzeVf%2Fq5Spdug%3D%3D,1 week ago,2026-04-21T12:09:52.753350
LinkedIn,EMV Engineer,Engineer,Holder Construction,"Phoenix, AZ",https://www.linkedin.com/jobs/view/engineer-at-holder-construction-4389764201?position=3&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=HlX%2BXs%2FEYKJV63%2Fj89iDnw%3D%3D,3 weeks ago,2026-04-21T12:09:52.753350
LinkedIn,EMV Engineer,Infotainment Engineer,Pentangle Tech Services | P5 Group,"Dearborn, MI",https://www.linkedin.com/jobs/view/infotainment-engineer-at-pentangle-tech-services-p5-group-4230571249?position=4&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=4HrqdhWEWSF5hadqDY7msQ%3D%3D,3 days ago,2026-04-21T12:09:52.753350
LinkedIn,EMV Engineer,Telematics Engineer,Pentangle Tech Services | P5 Group,"Troy, MI",https://www.linkedin.com/jobs/view/telematics-engineer-at-pentangle-tech-services-p5-group-4230563881?position=5&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=L%2FBmbATpT%2FHAjp7or6NdJA%3D%3D,2 weeks ago,2026-04-21T12:09:52.753350
LinkedIn,EMV Engineer,Adhesive Dispensing Engineer,Sika,"Madison Heights, MI",https://www.linkedin.com/jobs/view/adhesive-dispensing-engineer-at-sika-4399077011?position=6&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=ZASc9sjSuo3wnpxwbFozqA%3D%3D,1 week ago,2026-04-21T12:09:52.753350
LinkedIn,EMV Engineer,"UI Engineer L4, Ads Engineering",Netflix,"New York, NY",https://www.linkedin.com/jobs/view/ui-engineer-l4-ads-engineering-at-netflix-4309908618?position=7&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=nhmasfLyyPGk9bhHPONqPw%3D%3D,2 hours ago,2026-04-21T12:09:52.753350
LinkedIn,EMV Engineer,HSM Engineer,Mphasis,"Omaha, NE",https://www.linkedin.com/jobs/view/hsm-engineer-at-mphasis-4368001608?position=8&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=YgNGJA9N6tTkNEOJuT9FDQ%3D%3D,4 days ago,2026-04-21T12:09:52.753350
LinkedIn,EMV Engineer,Seat Launch Engineer,Larsen & Toubro,"Michigan, United States",https://www.linkedin.com/jobs/view/seat-launch-engineer-at-larsen-toubro-4401430878?position=9&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=6UbBsr1nkPUyxpGXahMrRQ%3D%3D,5 days ago,2026-04-21T12:09:52.754350
LinkedIn,EMV Engineer,Senior AOSP Engineer,Skylight,United States,https://www.linkedin.com/jobs/view/senior-aosp-engineer-at-skylight-4368859693?position=10&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=t0FpFFaF%2FwpUVI2tkO9pYQ%3D%3D,3 months ago,2026-04-21T12:09:52.754350
LinkedIn,EMV Engineer,Engineering - Quality Assurance Engineer,"PlanIT Group, LLC","Clearwater, FL",https://www.linkedin.com/jobs/view/engineering-quality-assurance-engineer-at-planit-group-llc-4308693309?position=11&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=afxz43tEysLB4%2BXhyNGdUg%3D%3D,6 months ago,2026-04-21T12:09:52.754350
LinkedIn,EMV Engineer,Feature Assurance Engineer,Global Connect Technologies,"Dearborn, MI",https://www.linkedin.com/jobs/view/feature-assurance-engineer-at-global-connect-technologies-4401309557?position=12&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=H3KoQbnkp%2B2b2GOnALNyQQ%3D%3D,1 week ago,2026-04-21T12:09:52.754350
LinkedIn,EMV Engineer,Senior Engineer,SOCOTEC,"Naples, FL",https://www.linkedin.com/jobs/view/senior-engineer-at-socotec-4231421615?position=13&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=Cr84BDofkKm6dwh7aISl7g%3D%3D,1 week ago,2026-04-21T12:09:52.754350
LinkedIn,EMV Engineer,Feature Assurance Engineer,Global Connect Technologies,"Michigan, United States",https://www.linkedin.com/jobs/view/feature-assurance-engineer-at-global-connect-technologies-4401301927?position=14&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=CtAoMeteIsQvXnayonGoLA%3D%3D,1 week ago,2026-04-21T12:09:52.754350
LinkedIn,EMV Engineer,Engineer,American Airlines,"Fort Worth, TX",https://www.linkedin.com/jobs/view/engineer-at-american-airlines-4399981800?position=15&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=KTcJXkPRC3EMWv4QCPEClw%3D%3D,5 days ago,2026-04-21T12:09:52.754350
LinkedIn,EMV Engineer,Senior Load Rating Engineer,H&H,"Boston, MA",https://www.linkedin.com/jobs/view/senior-load-rating-engineer-at-h-h-4308971883?position=16&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=FW07uBU6p22j%2BoAb5GhLUw%3D%3D,1 week ago,2026-04-21T12:09:52.754350
LinkedIn,EMV Engineer,Senior Engineer,SOCOTEC,"Amesbury, MA",https://www.linkedin.com/jobs/view/senior-engineer-at-socotec-4202026117?position=17&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=nWiXahx5dz9xlkabW3IyYg%3D%3D,1 week ago,2026-04-21T12:09:52.754350
LinkedIn,EMV Engineer,Supplier Engineer 3,DENSO,"Maryville, TN",https://www.linkedin.com/jobs/view/supplier-engineer-3-at-denso-4373713098?position=18&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=lrS7lF7gnlUN0p2d1gsqRg%3D%3D,1 month ago,2026-04-21T12:09:52.755357
LinkedIn,EMV Engineer,Engineer,Holder Construction,"Richmond, VA",https://www.linkedin.com/jobs/view/engineer-at-holder-construction-4389755627?position=19&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=SOx6rcfVt91k0GZIx0EsJA%3D%3D,1 week ago,2026-04-21T12:09:52.755357
LinkedIn,EMV Engineer,Associate Engineer,Boiler Tube Company of America (BTA),"Lyman, SC",https://www.linkedin.com/jobs/view/associate-engineer-at-boiler-tube-company-of-america-bta-4402623307?position=20&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=9GKd7Kc2EgAn%2BPOy43H%2F6w%3D%3D,5 days ago,2026-04-21T12:09:52.755357
LinkedIn,EMV Engineer,Railway Engineer,IKOS GROUP,Washington DC-Baltimore Area,https://www.linkedin.com/jobs/view/railway-engineer-at-ikos-group-4403414619?position=21&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=yjWREiDVdM3IUbSXzTvmCQ%3D%3D,4 days ago,2026-04-21T12:09:52.755357
LinkedIn,EMV Engineer,"Senior Engineer, Industrial Engineering",Sandisk,"Milpitas, CA",https://www.linkedin.com/jobs/view/senior-engineer-industrial-engineering-at-sandisk-4382322765?position=22&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=9OW46yrOmRm28AZ75ONIhQ%3D%3D,3 days ago,2026-04-21T12:09:52.755357
LinkedIn,EMV Engineer,Engineer,Holder Construction,"Indianapolis, IN",https://www.linkedin.com/jobs/view/engineer-at-holder-construction-4389746993?position=23&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=X7JMT1e8RN8YEcahy8vL9A%3D%3D,1 week ago,2026-04-21T12:09:52.755357
LinkedIn,EMV Engineer,Engineer I,Acuren,"West Boylston, MA",https://www.linkedin.com/jobs/view/engineer-i-at-acuren-4391487047?position=24&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=KU9ivxUbFFKcBhtk6Su5aA%3D%3D,3 days ago,2026-04-21T12:09:52.755357
LinkedIn,EMV Engineer,HIL Engineer,Pentangle Tech Services | P5 Group,"Auburn Hills, MI",https://www.linkedin.com/jobs/view/hil-engineer-at-pentangle-tech-services-p5-group-4402132935?position=25&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=tkeXvMcSeKTD4aS%2Bmgr74A%3D%3D,4 days ago,2026-04-21T12:09:52.755357
LinkedIn,EMV Engineer,"Chassis Engineer, Suspension",Harbinger,"Garden Grove, CA",https://www.linkedin.com/jobs/view/chassis-engineer-suspension-at-harbinger-4398313241?position=26&pageNum=0&refId=8afr3mVoNclOkWXzyWHe0g%3D%3D&trackingId=zPY9%2FgtWOaXjJHoVJhSCPw%3D%3D,2 weeks ago,2026-04-21T12:09:52.755357
